seqnames	start	end	width	strand	source	type	score	phase	gene_id	gene_type	gene_name	level	hgnc_id	havana_gene	transcript_id	transcript_type	transcript_name	transcript_support_level	tag	havana_transcript	exon_number	exon_id	ont	protein_id	ccdsid
chr2	202374932	202375604	673	-	HAVANA	gene	NA	NA	ENSG00000273456.1	lncRNA	RP11-686O6.2	2	NA	OTTHUMG00000186303.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	202376327	202567751	191425	+	HAVANA	gene	NA	NA	ENSG00000204217.15	protein_coding	BMPR2	1	HGNC:1078	OTTHUMG00000133617.6	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	202634969	202769757	134789	+	HAVANA	gene	NA	NA	ENSG00000138439.12	protein_coding	FAM117B	2	HGNC:14440	OTTHUMG00000154550.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	202773150	202871766	98617	-	HAVANA	gene	NA	NA	ENSG00000163596.17	protein_coding	ICA1L	1	HGNC:14442	OTTHUMG00000132856.14	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	202874261	203014798	140538	-	HAVANA	gene	NA	NA	ENSG00000138442.10	protein_coding	WDR12	2	HGNC:14098	OTTHUMG00000132855.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	202912214	202988263	76050	+	HAVANA	gene	NA	NA	ENSG00000138380.18	protein_coding	CARF	1	HGNC:14435	OTTHUMG00000154528.10	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	203014608	203226378	211771	+	HAVANA	gene	NA	NA	ENSG00000144426.19	protein_coding	NBEAL1	2	HGNC:20681	OTTHUMG00000154129.7	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	203238977	203306026	67050	+	HAVANA	gene	NA	NA	ENSG00000119004.16	protein_coding	CYP20A1	1	HGNC:20576	OTTHUMG00000132854.14	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	203328280	203447728	119449	+	HAVANA	gene	NA	NA	ENSG00000138443.17	protein_coding	ABI2	1	HGNC:24011	OTTHUMG00000132879.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	203394345	203535335	140991	-	HAVANA	gene	NA	NA	ENSG00000173166.18	protein_coding	RAPH1	2	HGNC:14436	OTTHUMG00000132876.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	204545475	205620162	1074688	+	HAVANA	gene	NA	NA	ENSG00000116117.18	protein_coding	PARD3B	1	HGNC:14446	OTTHUMG00000154562.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	205681990	205798133	116144	+	HAVANA	gene	NA	NA	ENSG00000118257.17	protein_coding	NRP2	2	HGNC:8005	OTTHUMG00000132893.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	205993721	206086303	92583	-	HAVANA	gene	NA	NA	ENSG00000114933.16	protein_coding	INO80D	2	HGNC:25997	OTTHUMG00000154649.4	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	206084605	206086564	1960	+	HAVANA	gene	NA	NA	ENSG00000227946.1	lncRNA	AC007383.3	1	NA	OTTHUMG00000154653.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	206114817	206159509	44693	-	HAVANA	gene	NA	NA	ENSG00000023228.14	protein_coding	NDUFS1	2	HGNC:7707	OTTHUMG00000132892.7	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	206159585	206162928	3344	+	HAVANA	gene	NA	NA	ENSG00000114942.14	protein_coding	EEF1B2	2	HGNC:3208	OTTHUMG00000132891.4	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	206274663	206314427	39765	+	HAVANA	gene	NA	NA	ENSG00000204186.10	protein_coding	ZDBF2	2	HGNC:29313	OTTHUMG00000154648.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	206443532	206621127	177596	+	HAVANA	gene	NA	NA	ENSG00000114948.13	protein_coding	ADAM23	2	HGNC:202	OTTHUMG00000132919.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	206737763	206765328	27566	-	HAVANA	gene	NA	NA	ENSG00000138400.13	protein_coding	MDH1B	1	HGNC:17836	OTTHUMG00000132918.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	206765357	206796189	30833	+	HAVANA	gene	NA	NA	ENSG00000118246.14	protein_coding	FASTKD2	2	HGNC:29160	OTTHUMG00000132917.5	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	206798325	206926876	128552	+	HAVANA	gene	NA	NA	ENSG00000229321.2	lncRNA	AC008269.2	1	NA	OTTHUMG00000154733.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	206939518	206969474	29957	+	HAVANA	gene	NA	NA	ENSG00000144410.5	protein_coding	CPO	2	HGNC:21011	OTTHUMG00000088987.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	207074137	207167267	93131	-	HAVANA	gene	NA	NA	ENSG00000118263.15	protein_coding	KLF7	2	HGNC:6350	OTTHUMG00000132935.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	207529737	207605988	76252	+	HAVANA	gene	NA	NA	ENSG00000118260.15	protein_coding	CREB1	1	HGNC:2345	OTTHUMG00000132936.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	207580631	207625928	45298	-	HAVANA	gene	NA	NA	ENSG00000144401.14	protein_coding	METTL21A	1	HGNC:30476	OTTHUMG00000132934.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	207711540	207761839	50300	+	HAVANA	gene	NA	NA	ENSG00000163249.13	protein_coding	CCNYL1	1	HGNC:26868	OTTHUMG00000132946.4	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	207762598	207769906	7309	-	HAVANA	gene	NA	NA	ENSG00000163251.4	protein_coding	FZD5	2	HGNC:4043	OTTHUMG00000154790.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	207821288	208025527	204240	-	HAVANA	gene	NA	NA	ENSG00000178385.15	protein_coding	PLEKHM3	2	HGNC:34006	OTTHUMG00000154781.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	208165343	208190030	24688	-	HAVANA	gene	NA	NA	ENSG00000188674.11	protein_coding	C2orf80	1	HGNC:34352	OTTHUMG00000154751.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	208236229	208266074	29846	-	HAVANA	gene	NA	NA	ENSG00000138413.14	protein_coding	IDH1	2	HGNC:5382	OTTHUMG00000132943.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	208266255	208358746	92492	+	HAVANA	gene	NA	NA	ENSG00000115020.17	protein_coding	PIKFYVE	1	HGNC:23785	OTTHUMG00000132945.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	208359714	208854503	494790	+	HAVANA	gene	NA	NA	ENSG00000144407.10	protein_coding	PTH2R	2	HGNC:9609	OTTHUMG00000132960.7	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	209424047	209734118	310072	+	HAVANA	gene	NA	NA	ENSG00000078018.21	protein_coding	MAP2	1	HGNC:6839	OTTHUMG00000132962.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	209771832	209999300	227469	+	HAVANA	gene	NA	NA	ENSG00000144406.19	protein_coding	UNC80	2	HGNC:26582	OTTHUMG00000132963.14	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	210002565	210022260	19696	+	HAVANA	gene	NA	NA	ENSG00000197713.15	protein_coding	RPE	1	HGNC:10293	OTTHUMG00000154690.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	210021421	210171409	149989	-	HAVANA	gene	NA	NA	ENSG00000144445.17	protein_coding	KANSL1L	1	HGNC:26310	OTTHUMG00000154697.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	210028417	210029156	740	+	HAVANA	gene	NA	NA	ENSG00000272807.1	lncRNA	RP11-260M2.1	2	NA	OTTHUMG00000186312.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	210187126	210225447	38322	-	HAVANA	gene	NA	NA	ENSG00000115361.8	protein_coding	ACADL	2	HGNC:88	OTTHUMG00000132989.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	210324759	210469246	144488	+	HAVANA	gene	NA	NA	ENSG00000234281.5	lncRNA	LANCL1-AS1	1	HGNC:50727	OTTHUMG00000154735.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	210431249	210477652	46404	-	HAVANA	gene	NA	NA	ENSG00000115365.12	protein_coding	LANCL1	1	HGNC:6508	OTTHUMG00000132991.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	210477682	210679107	201426	+	HAVANA	gene	NA	NA	ENSG00000021826.17	protein_coding	CPS1	2	HGNC:2323	OTTHUMG00000132994.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	211375717	212538841	1163125	-	HAVANA	gene	NA	NA	ENSG00000178568.15	protein_coding	ERBB4	2	HGNC:3432	OTTHUMG00000133012.6	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	212999691	213152427	152737	-	HAVANA	gene	NA	NA	ENSG00000030419.17	protein_coding	IKZF2	2	HGNC:13177	OTTHUMG00000133005.7	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	213284379	214410501	1126123	+	HAVANA	gene	NA	NA	ENSG00000144451.19	protein_coding	SPAG16	2	HGNC:23225	OTTHUMG00000133015.9	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	214411054	214578976	167923	+	HAVANA	gene	NA	NA	ENSG00000174453.10	protein_coding	VWC2L	2	HGNC:37203	OTTHUMG00000154811.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	214725646	214809683	84038	-	HAVANA	gene	NA	NA	ENSG00000138376.11	protein_coding	BARD1	2	HGNC:952	OTTHUMG00000133016.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	215311956	215349773	37818	+	HAVANA	gene	NA	NA	ENSG00000138363.15	protein_coding	ATIC	2	HGNC:794	OTTHUMG00000133023.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	215360440	215436073	75634	-	HAVANA	gene	NA	NA	ENSG00000115414.21	protein_coding	FN1	2	HGNC:3778	OTTHUMG00000133054.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	215942584	216034096	91513	-	HAVANA	gene	NA	NA	ENSG00000118242.16	protein_coding	MREG	2	HGNC:25478	OTTHUMG00000154828.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	215996329	216082955	86627	-	HAVANA	gene	NA	NA	ENSG00000115425.14	protein_coding	PECR	1	HGNC:18281	OTTHUMG00000154825.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	216081866	216102783	20918	+	HAVANA	gene	NA	NA	ENSG00000163449.11	protein_coding	TMEM169	2	HGNC:25130	OTTHUMG00000133053.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	216107464	216206303	98840	+	HAVANA	gene	NA	NA	ENSG00000079246.16	protein_coding	XRCC5	2	HGNC:12833	OTTHUMG00000133059.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	216211404	216213519	2116	+	HAVANA	gene	NA	NA	ENSG00000279348.1	TEC	RP11-566E18.1	2	NA	OTTHUMG00000176288.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	216217045	216220192	3148	+	HAVANA	gene	NA	NA	ENSG00000260804.3	lncRNA	LINC01963	2	HGNC:25283	OTTHUMG00000176293.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	216257865	216372483	114619	-	HAVANA	gene	NA	NA	ENSG00000144583.5	protein_coding	MARCHF4	2	HGNC:29269	OTTHUMG00000154824.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	216412414	216483053	70640	+	HAVANA	gene	NA	NA	ENSG00000138375.13	protein_coding	SMARCAL1	1	HGNC:11102	OTTHUMG00000133055.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	216498825	216579180	80356	+	HAVANA	gene	NA	NA	ENSG00000197756.10	protein_coding	RPL37A	2	HGNC:10348	OTTHUMG00000133052.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	216632828	216664436	31609	+	HAVANA	gene	NA	NA	ENSG00000115457.10	protein_coding	IGFBP2	1	HGNC:5471	OTTHUMG00000155341.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	216672105	216695549	23445	-	HAVANA	gene	NA	NA	ENSG00000115461.5	protein_coding	IGFBP5	2	HGNC:5474	OTTHUMG00000133058.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	217261699	217336120	74422	+	HAVANA	gene	NA	NA	ENSG00000233143.2	lncRNA	DIRC3-AS1	2	HGNC:50636	OTTHUMG00000155286.2	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	217799588	218033982	234395	-	HAVANA	gene	NA	NA	ENSG00000079308.20	protein_coding	TNS1	1	HGNC:11973	OTTHUMG00000133056.10	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	218217141	218254356	37216	+	HAVANA	gene	NA	NA	ENSG00000163466.16	protein_coding	ARPC2	1	HGNC:705	OTTHUMG00000133618.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218255319	218257366	2048	+	HAVANA	gene	NA	NA	ENSG00000261338.2	lncRNA	RP11-378A13.1	2	NA	OTTHUMG00000176328.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218264129	218270178	6050	-	HAVANA	gene	NA	NA	ENSG00000127837.10	protein_coding	AAMP	1	HGNC:18	OTTHUMG00000155202.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218270392	218346793	76402	+	HAVANA	gene	NA	NA	ENSG00000127838.14	protein_coding	PNKD	2	HGNC:9153	OTTHUMG00000133110.4	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	218274197	218292586	18390	-	HAVANA	gene	NA	NA	ENSG00000135926.15	protein_coding	TMBIM1	2	HGNC:23410	OTTHUMG00000133105.11	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	218382029	218396894	14866	+	HAVANA	gene	NA	NA	ENSG00000018280.17	protein_coding	SLC11A1	2	HGNC:10907	OTTHUMG00000086747.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218398256	218405941	7686	+	HAVANA	gene	NA	NA	ENSG00000144579.8	protein_coding	CTDSP1	1	HGNC:21614	OTTHUMG00000133109.3	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	218450251	218568351	118101	-	HAVANA	gene	NA	NA	ENSG00000135913.11	protein_coding	USP37	1	HGNC:20063	OTTHUMG00000133113.5	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	218568580	218597080	28501	+	HAVANA	gene	NA	NA	ENSG00000144580.14	protein_coding	CNOT9	1	HGNC:10445	OTTHUMG00000154750.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218607855	218637184	29330	+	HAVANA	gene	NA	NA	ENSG00000115556.14	protein_coding	PLCD4	1	HGNC:9062	OTTHUMG00000154743.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218633329	218659655	26327	-	HAVANA	gene	NA	NA	ENSG00000115568.16	protein_coding	ZNF142	1	HGNC:12927	OTTHUMG00000154736.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218658764	218663443	4680	+	HAVANA	gene	NA	NA	ENSG00000074582.15	protein_coding	BCS1L	1	HGNC:1020	OTTHUMG00000133114.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218663892	218672002	8111	-	HAVANA	gene	NA	NA	ENSG00000163481.8	protein_coding	RNF25	2	HGNC:14662	OTTHUMG00000133077.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218672069	218702716	30648	+	HAVANA	gene	NA	NA	ENSG00000163482.12	protein_coding	STK36	1	HGNC:17209	OTTHUMG00000133079.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218710835	218755416	44582	+	HAVANA	gene	NA	NA	ENSG00000135912.11	protein_coding	TTLL4	2	HGNC:28976	OTTHUMG00000133081.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218781749	218815293	33545	+	HAVANA	gene	NA	NA	ENSG00000135929.9	protein_coding	CYP27A1	1	HGNC:2605	OTTHUMG00000048238.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218880852	218899581	18730	+	HAVANA	gene	NA	NA	ENSG00000135925.9	protein_coding	WNT10A	1	HGNC:13829	OTTHUMG00000133085.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	218959666	218962155	2490	+	HAVANA	gene	NA	NA	ENSG00000171450.6	protein_coding	CDK5R2	2	HGNC:1776	OTTHUMG00000133083.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219002846	219041527	38682	-	HAVANA	gene	NA	NA	ENSG00000181378.14	protein_coding	CFAP65	2	HGNC:25325	OTTHUMG00000133013.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219069357	219160865	91509	-	HAVANA	gene	NA	NA	ENSG00000187736.13	protein_coding	NHEJ1	2	HGNC:25737	OTTHUMG00000133127.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	219171897	219178106	6210	-	HAVANA	gene	NA	NA	ENSG00000115649.16	protein_coding	CNPPD1	2	HGNC:25220	OTTHUMG00000133132.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219176225	219185475	9251	+	HAVANA	gene	NA	NA	ENSG00000144567.11	protein_coding	RETREG2	1	HGNC:28450	OTTHUMG00000154577.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219195237	219209651	14415	+	HAVANA	gene	NA	NA	ENSG00000158552.13	protein_coding	ZFAND2B	2	HGNC:25206	OTTHUMG00000133135.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219209772	219218994	9223	-	HAVANA	gene	NA	NA	ENSG00000115657.14	protein_coding	ABCB6	2	HGNC:47	OTTHUMG00000133131.7	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	219219380	219229717	10338	-	HAVANA	gene	NA	NA	ENSG00000198925.12	protein_coding	ATG9A	1	HGNC:22408	OTTHUMG00000154557.20	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	219229783	219236679	6897	+	HAVANA	gene	NA	NA	ENSG00000163516.14	protein_coding	ANKZF1	1	HGNC:25527	OTTHUMG00000154533.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219236598	219245478	8881	-	HAVANA	gene	NA	NA	ENSG00000163521.16	protein_coding	GLB1L	2	HGNC:28129	OTTHUMG00000133133.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219245455	219250337	4883	+	HAVANA	gene	NA	NA	ENSG00000115661.14	protein_coding	STK16	1	HGNC:11394	OTTHUMG00000154520.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219249710	219277902	28193	-	HAVANA	gene	NA	NA	ENSG00000127824.15	protein_coding	TUBA4A	1	HGNC:12407	OTTHUMG00000133126.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219279342	219286898	7557	+	HAVANA	gene	NA	NA	ENSG00000135924.17	protein_coding	DNAJB2	1	HGNC:5228	OTTHUMG00000133134.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219289623	219309648	20026	-	HAVANA	gene	NA	NA	ENSG00000054356.14	protein_coding	PTPRN	1	HGNC:9676	OTTHUMG00000133129.5	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	219327407	219333177	5771	-	HAVANA	gene	NA	NA	ENSG00000182698.12	protein_coding	RESP18	2	HGNC:33762	OTTHUMG00000150223.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219372043	219400022	27980	-	HAVANA	gene	NA	NA	ENSG00000123992.20	protein_coding	DNPEP	1	HGNC:2981	OTTHUMG00000058919.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219418377	219426735	8359	+	HAVANA	gene	NA	NA	ENSG00000175084.13	protein_coding	DES	2	HGNC:2770	OTTHUMG00000058924.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219434843	219493629	58787	+	HAVANA	gene	NA	NA	ENSG00000072195.15	protein_coding	SPEG	1	HGNC:16901	OTTHUMG00000193740.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219498865	219513898	15034	+	HAVANA	gene	NA	NA	ENSG00000144591.20	protein_coding	GMPPA	2	HGNC:22923	OTTHUMG00000058922.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219514170	219538772	24603	+	HAVANA	gene	NA	NA	ENSG00000072182.13	protein_coding	ASIC4	2	HGNC:21263	OTTHUMG00000058928.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219538948	219543809	4862	-	HAVANA	gene	NA	NA	ENSG00000123989.14	protein_coding	CHPF	2	HGNC:24291	OTTHUMG00000058929.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219543663	219550595	6933	+	HAVANA	gene	NA	NA	ENSG00000188760.11	protein_coding	TMEM198	1	HGNC:33704	OTTHUMG00000059156.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219550728	219571859	21132	-	HAVANA	gene	NA	NA	ENSG00000124006.15	protein_coding	OBSL1	2	HGNC:29092	OTTHUMG00000059157.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219569162	219575711	6550	+	HAVANA	gene	NA	NA	ENSG00000123999.5	protein_coding	INHA	2	HGNC:6065	OTTHUMG00000059237.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219597857	219616451	18595	+	HAVANA	gene	NA	NA	ENSG00000144589.22	protein_coding	STK11IP	2	HGNC:19184	OTTHUMG00000059239.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	219627394	219641980	14587	+	HAVANA	gene	NA	NA	ENSG00000114923.17	protein_coding	SLC4A3	1	HGNC:11029	OTTHUMG00000059238.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	221418027	221574202	156176	-	HAVANA	gene	NA	NA	ENSG00000116106.12	protein_coding	EPHA4	1	HGNC:3388	OTTHUMG00000133142.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	222317242	222320208	2967	-	HAVANA	gene	NA	NA	ENSG00000288658.1	protein_coding	RP11-384O8.2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	222318275	222352989	34715	+	HAVANA	gene	NA	NA	ENSG00000237732.9	transcribed_unprocessed_pseudogene	CT75	1	HGNC:37174	OTTHUMG00000153406.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	222424543	222562621	138079	+	HAVANA	gene	NA	NA	ENSG00000163082.10	protein_coding	SGPP2	2	HGNC:19953	OTTHUMG00000133156.3	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	222566899	222656092	89194	-	HAVANA	gene	NA	NA	ENSG00000116120.11	protein_coding	FARSB	2	HGNC:17800	OTTHUMG00000133155.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	222860942	222944639	83698	+	HAVANA	gene	NA	NA	ENSG00000123983.15	protein_coding	ACSL3	1	HGNC:3570	OTTHUMG00000133160.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	223051814	223198399	146586	+	HAVANA	gene	NA	NA	ENSG00000152049.6	protein_coding	KCNE4	2	HGNC:6244	OTTHUMG00000133161.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	223596940	223602361	5422	-	HAVANA	gene	NA	NA	ENSG00000171951.5	protein_coding	SCG2	2	HGNC:10575	OTTHUMG00000133166.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	223751686	223838027	86342	-	HAVANA	gene	NA	NA	ENSG00000152056.17	protein_coding	AP1S3	1	HGNC:18971	OTTHUMG00000133165.7	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	223855716	223945357	89642	-	HAVANA	gene	NA	NA	ENSG00000085449.15	protein_coding	WDFY1	1	HGNC:20451	OTTHUMG00000153370.5	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	223957463	223967714	10252	+	HAVANA	gene	NA	NA	ENSG00000135900.4	protein_coding	MRPL44	2	HGNC:16650	OTTHUMG00000133164.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	223975045	224039318	64274	-	HAVANA	gene	NA	NA	ENSG00000135919.14	protein_coding	SERPINE2	1	HGNC:8951	OTTHUMG00000133163.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	224378698	224402107	23410	-	HAVANA	gene	NA	NA	ENSG00000124019.10	protein_coding	FAM124B	2	HGNC:26224	OTTHUMG00000133168.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	224470150	224585397	115248	-	HAVANA	gene	NA	NA	ENSG00000036257.13	protein_coding	CUL3	1	HGNC:2553	OTTHUMG00000133167.6	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	224765090	225042468	277379	-	HAVANA	gene	NA	NA	ENSG00000135905.20	protein_coding	DOCK10	1	HGNC:23479	OTTHUMG00000153428.6	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr2	225698514	225703654	5141	+	HAVANA	gene	NA	NA	ENSG00000273301.1	lncRNA	RP11-314B1.2	2	NA	OTTHUMG00000186319.1	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr2	226731312	226799820	68509	-	HAVANA	gene	NA	NA	ENSG00000169047.6	protein_coding	IRS1	2	HGNC:6125	OTTHUMG00000133179.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	226800146	226813741	13596	+	HAVANA	gene	NA	NA	ENSG00000272622.2	lncRNA	RP11-395N3.2	2	NA	OTTHUMG00000186320.2	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
