variable	gene	gene_id	seqnames	logFC	CI.L	CI.R	P.Value	adj.P.Val
carboxylic acid transport	P2RY1	ENSG00000169860.7	chr3	-0.361040885621271	-0.549921616986051	-0.172160154256491	0.000190799324847983	0.00185727288860175
estrous cycle	P2RY1	ENSG00000169860.7	chr3	-0.361040885621271	-0.549921616986051	-0.172160154256491	0.000190799324847983	0.00185727288860175
steroid hormone biosynthetic process	P2RY1	ENSG00000169860.7	chr3	-0.361040885621271	-0.549921616986051	-0.172160154256491	0.000190799324847983	0.00185727288860175
steroid hormone biosynthetic process	DHRS11	ENSG00000278535.5	chr17	-0.356204196163368	-0.476193271483556	-0.236215120843181	8.9959538091556e-09	9.45108243520399e-07
acyl-CoA metabolic process	ASMTL	ENSG00000169093.16	chrX	-0.355588393246748	-0.499600334216523	-0.211576452276973	1.57669343487035e-06	4.60280571435002e-05
estrous cycle	F3	ENSG00000117525.14	chr1	-0.355561499103556	-0.573264486589246	-0.137858511617867	0.00140934464887615	0.00820892614168808
NABA MATRISOME ASSOCIATED	BDNF	ENSG00000176697.20	chr11	-0.353473922365264	-0.599344114877138	-0.10760372985339	0.00490797814779476	0.0210499066184835
organic acid catabolic process	GSTZ1	ENSG00000100577.19	chr14	-0.352247812567035	-0.508190623290347	-0.196305001843722	1.08752421680544e-05	0.000202952052196731
response to toxic substance	GSTZ1	ENSG00000100577.19	chr14	-0.352247812567035	-0.508190623290347	-0.196305001843722	1.08752421680544e-05	0.000202952052196731
tyrosine metabolic process	GSTZ1	ENSG00000100577.19	chr14	-0.352247812567035	-0.508190623290347	-0.196305001843722	1.08752421680544e-05	0.000202952052196731
Biological oxidations	GSTZ1	ENSG00000100577.19	chr14	-0.352247812567035	-0.508190623290347	-0.196305001843722	1.08752421680544e-05	0.000202952052196731
microtubule-based movement	DRC1	ENSG00000157856.12	chr2	-0.352173967436376	-0.568898723720406	-0.135449211152346	0.00148950463391899	0.00855664808661381
cellular modified amino acid metabolic process	HOGA1	ENSG00000241935.9	chr10	-0.351505060726514	-0.519568923824474	-0.183441197628553	4.54810990836331e-05	0.000611429789860823
organic acid catabolic process	HOGA1	ENSG00000241935.9	chr10	-0.351505060726514	-0.519568923824474	-0.183441197628553	4.54810990836331e-05	0.000611429789860823
monocarboxylic acid metabolic process	HOGA1	ENSG00000241935.9	chr10	-0.351505060726514	-0.519568923824474	-0.183441197628553	4.54810990836331e-05	0.000611429789860823
Glyoxylate metabolism and glycine degradation	HOGA1	ENSG00000241935.9	chr10	-0.351505060726514	-0.519568923824474	-0.183441197628553	4.54810990836331e-05	0.000611429789860823
Valine, leucine and isoleucine degradation	HOGA1	ENSG00000241935.9	chr10	-0.351505060726514	-0.519568923824474	-0.183441197628553	4.54810990836331e-05	0.000611429789860823
monocarboxylic acid catabolic process	HOGA1	ENSG00000241935.9	chr10	-0.351505060726514	-0.519568923824474	-0.183441197628553	4.54810990836331e-05	0.000611429789860823
acyl-CoA metabolic process	HOGA1	ENSG00000241935.9	chr10	-0.351505060726514	-0.519568923824474	-0.183441197628553	4.54810990836331e-05	0.000611429789860823
Trans-sulfuration, one-carbon metabolism and related pathways	TYMS	ENSG00000176890.16	chr18	-0.350248060425106	-0.618447291454294	-0.0820488293959173	0.0105661892460583	0.0375307443217742
response to toxic substance	TYMS	ENSG00000176890.16	chr18	-0.350248060425106	-0.618447291454294	-0.0820488293959173	0.0105661892460583	0.0375307443217742
acyl-CoA metabolic process	TYMS	ENSG00000176890.16	chr18	-0.350248060425106	-0.618447291454294	-0.0820488293959173	0.0105661892460583	0.0375307443217742
cellular modified amino acid metabolic process	TYMS	ENSG00000176890.16	chr18	-0.350248060425106	-0.618447291454294	-0.0820488293959173	0.0105661892460583	0.0375307443217742
monocarboxylic acid metabolic process	PAH	ENSG00000171759.10	chr12	-0.350188274417323	-0.552941059681875	-0.147435489152771	0.000739011388981463	0.00510292041378972
alcohol metabolic process	PAH	ENSG00000171759.10	chr12	-0.350188274417323	-0.552941059681875	-0.147435489152771	0.000739011388981463	0.00510292041378972
organic acid catabolic process	PAH	ENSG00000171759.10	chr12	-0.350188274417323	-0.552941059681875	-0.147435489152771	0.000739011388981463	0.00510292041378972
Cysteine and methionine metabolism	PAH	ENSG00000171759.10	chr12	-0.350188274417323	-0.552941059681875	-0.147435489152771	0.000739011388981463	0.00510292041378972
tyrosine metabolic process	PAH	ENSG00000171759.10	chr12	-0.350188274417323	-0.552941059681875	-0.147435489152771	0.000739011388981463	0.00510292041378972
Cysteine and methionine metabolism	ACADSB	ENSG00000196177.13	chr10	-0.348183814577466	-0.481259995415158	-0.215107633739775	3.73914047204323e-07	1.519548117908e-05
monocarboxylic acid metabolic process	ACADSB	ENSG00000196177.13	chr10	-0.348183814577466	-0.481259995415158	-0.215107633739775	3.73914047204323e-07	1.519548117908e-05
organic acid catabolic process	ACADSB	ENSG00000196177.13	chr10	-0.348183814577466	-0.481259995415158	-0.215107633739775	3.73914047204323e-07	1.519548117908e-05
monocarboxylic acid catabolic process	ACADSB	ENSG00000196177.13	chr10	-0.348183814577466	-0.481259995415158	-0.215107633739775	3.73914047204323e-07	1.519548117908e-05
Valine, leucine and isoleucine degradation	ACADSB	ENSG00000196177.13	chr10	-0.348183814577466	-0.481259995415158	-0.215107633739775	3.73914047204323e-07	1.519548117908e-05
estrous cycle	SERPINE2	ENSG00000135919.14	chr2	-0.34732683374982	-0.476316262162961	-0.218337405336679	1.726101643314e-07	8.77465935739159e-06
NABA MATRISOME ASSOCIATED	SERPINE2	ENSG00000135919.14	chr2	-0.34732683374982	-0.476316262162961	-0.218337405336679	1.726101643314e-07	8.77465935739159e-06
acyl-CoA metabolic process	AK8	ENSG00000165695.10	chr9	-0.34531780295396	-0.560894153163948	-0.129741452743972	0.0017371765997175	0.00955666282556052
monocarboxylic acid metabolic process	ACBD7	ENSG00000176244.7	chr10	-0.344655326172457	-0.492059859721228	-0.197250792623687	5.34084518029144e-06	0.000117989419302295
monocarboxylic acid catabolic process	ACBD7	ENSG00000176244.7	chr10	-0.344655326172457	-0.492059859721228	-0.197250792623687	5.34084518029144e-06	0.000117989419302295
alcohol metabolic process	IDH2	ENSG00000182054.10	chr15	-0.337533080847764	-0.479398563362936	-0.195667598332591	3.66506468164018e-06	8.84041026865691e-05
Cysteine and methionine metabolism	IDH2	ENSG00000182054.10	chr15	-0.337533080847764	-0.479398563362936	-0.195667598332591	3.66506468164018e-06	8.84041026865691e-05
monocarboxylic acid metabolic process	IDH2	ENSG00000182054.10	chr15	-0.337533080847764	-0.479398563362936	-0.195667598332591	3.66506468164018e-06	8.84041026865691e-05
cellular modified amino acid metabolic process	IDH2	ENSG00000182054.10	chr15	-0.337533080847764	-0.479398563362936	-0.195667598332591	3.66506468164018e-06	8.84041026865691e-05
Carbon metabolism	IDH2	ENSG00000182054.10	chr15	-0.337533080847764	-0.479398563362936	-0.195667598332591	3.66506468164018e-06	8.84041026865691e-05
Valine, leucine and isoleucine degradation	IDH2	ENSG00000182054.10	chr15	-0.337533080847764	-0.479398563362936	-0.195667598332591	3.66506468164018e-06	8.84041026865691e-05
acyl-CoA metabolic process	IDH2	ENSG00000182054.10	chr15	-0.337533080847764	-0.479398563362936	-0.195667598332591	3.66506468164018e-06	8.84041026865691e-05
monocarboxylic acid metabolic process	FADS2	ENSG00000134824.14	chr11	-0.337237961831016	-0.49096135968623	-0.183514563975801	1.91772295210794e-05	0.000319625362460454
acyl-CoA metabolic process	FADS2	ENSG00000134824.14	chr11	-0.337237961831016	-0.49096135968623	-0.183514563975801	1.91772295210794e-05	0.000319625362460454
steroid hormone biosynthetic process	FADS2	ENSG00000134824.14	chr11	-0.337237961831016	-0.49096135968623	-0.183514563975801	1.91772295210794e-05	0.000319625362460454
organic acid catabolic process	ACCS	ENSG00000110455.14	chr11	-0.33629771452647	-0.603049332842778	-0.0695460962101618	0.0135618012927454	0.0454291515670778
monocarboxylic acid catabolic process	ABCD2	ENSG00000173208.4	chr12	-0.335707272345529	-0.542825835932889	-0.12858870875817	0.00153122840639937	0.0087218524048041
organic acid catabolic process	ABCD2	ENSG00000173208.4	chr12	-0.335707272345529	-0.542825835932889	-0.12858870875817	0.00153122840639937	0.0087218524048041
carboxylic acid transport	ABCD2	ENSG00000173208.4	chr12	-0.335707272345529	-0.542825835932889	-0.12858870875817	0.00153122840639937	0.0087218524048041
monocarboxylic acid metabolic process	ABCD2	ENSG00000173208.4	chr12	-0.335707272345529	-0.542825835932889	-0.12858870875817	0.00153122840639937	0.0087218524048041
estrous cycle	PTN	ENSG00000105894.12	chr7	-0.33562172656675	-0.454332755573678	-0.216910697559823	4.21510549908545e-08	3.05014496395556e-06
NABA MATRISOME ASSOCIATED	PTN	ENSG00000105894.12	chr7	-0.33562172656675	-0.454332755573678	-0.216910697559823	4.21510549908545e-08	3.05014496395556e-06
NABA MATRISOME ASSOCIATED	PAMR1	ENSG00000149090.12	chr11	-0.335457975822062	-0.491487101837209	-0.179428849806916	2.78826694903667e-05	0.000425225700410613
estrous cycle	TMC2	ENSG00000149488.14	chr20	-0.335386581907475	-0.534287655771789	-0.136485508043161	0.000982995498772012	0.00632282320139839
microtubule-based movement	LPAR3	ENSG00000171517.6	chr1	-0.335128117629268	-0.585884666513561	-0.0843715687449751	0.00889162864050277	0.0330217253229251
Trans-sulfuration, one-carbon metabolism and related pathways	AHCYL1	ENSG00000168710.18	chr1	-0.33378837462925	-0.465932137081416	-0.201644612177085	9.12867533207119e-07	3.00414679171854e-05
acyl-CoA metabolic process	AHCYL1	ENSG00000168710.18	chr1	-0.33378837462925	-0.465932137081416	-0.201644612177085	9.12867533207119e-07	3.00414679171854e-05
Cysteine and methionine metabolism	AHCYL1	ENSG00000168710.18	chr1	-0.33378837462925	-0.465932137081416	-0.201644612177085	9.12867533207119e-07	3.00414679171854e-05
Carbon metabolism	FGGY	ENSG00000172456.18	chr1	-0.333221714334614	-0.480520711637081	-0.185922717032146	1.05546149851153e-05	0.000198535947392427
Glyoxylate metabolism and glycine degradation	BCKDHB	ENSG00000083123.15	chr6	-0.33286268382996	-0.486142231687387	-0.179583135972534	2.31975846947838e-05	0.000369260767369381
Cysteine and methionine metabolism	BCKDHB	ENSG00000083123.15	chr6	-0.33286268382996	-0.486142231687387	-0.179583135972534	2.31975846947838e-05	0.000369260767369381
organic acid catabolic process	BCKDHB	ENSG00000083123.15	chr6	-0.33286268382996	-0.486142231687387	-0.179583135972534	2.31975846947838e-05	0.000369260767369381
Valine, leucine and isoleucine degradation	BCKDHB	ENSG00000083123.15	chr6	-0.33286268382996	-0.486142231687387	-0.179583135972534	2.31975846947838e-05	0.000369260767369381
microtubule-based movement	DYNC2LI1	ENSG00000138036.18	chr2	-0.331927810991732	-0.47616026672509	-0.187695355258374	7.44861639965125e-06	0.000151444082850951
NABA MATRISOME ASSOCIATED	S100A13	ENSG00000189171.15	chr1	-0.331765840858828	-0.468528250067865	-0.195003431649791	2.37485757136061e-06	6.37928123761506e-05
carboxylic acid transport	MYL3	ENSG00000160808.11	chr3	-0.330360028843198	-0.488478696396633	-0.172241361289763	4.6308042286452e-05	0.000620618429861417
monocarboxylic acid metabolic process	ACSL6	ENSG00000164398.15	chr5	-0.330337994148253	-0.46932840311765	-0.191347585178855	3.75237108269592e-06	8.98984443680342e-05
Valine, leucine and isoleucine degradation	ACSL6	ENSG00000164398.15	chr5	-0.330337994148253	-0.46932840311765	-0.191347585178855	3.75237108269592e-06	8.98984443680342e-05
monocarboxylic acid catabolic process	ACSL6	ENSG00000164398.15	chr5	-0.330337994148253	-0.46932840311765	-0.191347585178855	3.75237108269592e-06	8.98984443680342e-05
acyl-CoA metabolic process	ACSL6	ENSG00000164398.15	chr5	-0.330337994148253	-0.46932840311765	-0.191347585178855	3.75237108269592e-06	8.98984443680342e-05
steroid hormone biosynthetic process	ACSL6	ENSG00000164398.15	chr5	-0.330337994148253	-0.46932840311765	-0.191347585178855	3.75237108269592e-06	8.98984443680342e-05
microtubule-based movement	SPAG16	ENSG00000144451.19	chr2	-0.329186850733421	-0.44340166798678	-0.214972033480063	2.33038870788532e-08	1.89953465769756e-06
alcohol metabolic process	RETSAT	ENSG00000042445.14	chr2	-0.329113578457566	-0.441420345181666	-0.216806811733466	1.37314460010958e-08	1.31243266709795e-06
steroid hormone biosynthetic process	RETSAT	ENSG00000042445.14	chr2	-0.329113578457566	-0.441420345181666	-0.216806811733466	1.37314460010958e-08	1.31243266709795e-06
microtubule-based movement	PFN4	ENSG00000176732.7	chr2	-0.329086276226027	-0.548677906554248	-0.109494645897807	0.00337311600015935	0.0158728945687658
steroid hormone biosynthetic process	AGT	ENSG00000135744.9	chr1	-0.328354876058579	-0.486847205754503	-0.169862546362656	5.35186508087244e-05	0.000688173186237659
estrous cycle	AGT	ENSG00000135744.9	chr1	-0.328354876058579	-0.486847205754503	-0.169862546362656	5.35186508087244e-05	0.000688173186237659
monocarboxylic acid metabolic process	AGT	ENSG00000135744.9	chr1	-0.328354876058579	-0.486847205754503	-0.169862546362656	5.35186508087244e-05	0.000688173186237659
NABA MATRISOME ASSOCIATED	AGT	ENSG00000135744.9	chr1	-0.328354876058579	-0.486847205754503	-0.169862546362656	5.35186508087244e-05	0.000688173186237659
carboxylic acid transport	AGT	ENSG00000135744.9	chr1	-0.328354876058579	-0.486847205754503	-0.169862546362656	5.35186508087244e-05	0.000688173186237659
microtubule-based movement	TPPP3	ENSG00000159713.11	chr16	-0.328280224702954	-0.478100604541718	-0.178459844864191	1.96178358336654e-05	0.000325807688090019
carboxylic acid transport	SVEP1	ENSG00000165124.18	chr9	-0.327174177823565	-0.527133790829341	-0.127214564817788	0.00138159641069306	0.00807382855082803
microtubule-based movement	CENPE	ENSG00000138778.13	chr4	-0.322749858398783	-0.568547955066068	-0.076951761731498	0.0101511143651025	0.0363660659359051
Carbon metabolism	SUCLG2	ENSG00000172340.15	chr3	-0.320545023239232	-0.445808016287645	-0.195282030190819	6.61067473453527e-07	2.36765655959378e-05
acyl-CoA metabolic process	SUCLG2	ENSG00000172340.15	chr3	-0.320545023239232	-0.445808016287645	-0.195282030190819	6.61067473453527e-07	2.36765655959378e-05
organic acid catabolic process	DHFR2	ENSG00000178700.9	chr3	-0.319797069364789	-0.498780113327495	-0.140814025402083	0.000483116477058369	0.00372596030131531
acyl-CoA metabolic process	DHFR2	ENSG00000178700.9	chr3	-0.319797069364789	-0.498780113327495	-0.140814025402083	0.000483116477058369	0.00372596030131531
Trans-sulfuration, one-carbon metabolism and related pathways	DHFR2	ENSG00000178700.9	chr3	-0.319797069364789	-0.498780113327495	-0.140814025402083	0.000483116477058369	0.00372596030131531
Cysteine and methionine metabolism	DHFR2	ENSG00000178700.9	chr3	-0.319797069364789	-0.498780113327495	-0.140814025402083	0.000483116477058369	0.00372596030131531
tyrosine metabolic process	DHFR2	ENSG00000178700.9	chr3	-0.319797069364789	-0.498780113327495	-0.140814025402083	0.000483116477058369	0.00372596030131531
Valine, leucine and isoleucine degradation	DHFR2	ENSG00000178700.9	chr3	-0.319797069364789	-0.498780113327495	-0.140814025402083	0.000483116477058369	0.00372596030131531
monocarboxylic acid metabolic process	DHFR2	ENSG00000178700.9	chr3	-0.319797069364789	-0.498780113327495	-0.140814025402083	0.000483116477058369	0.00372596030131531
cellular modified amino acid metabolic process	DHFR2	ENSG00000178700.9	chr3	-0.319797069364789	-0.498780113327495	-0.140814025402083	0.000483116477058369	0.00372596030131531
Biological oxidations	CYP11A1	ENSG00000140459.18	chr15	-0.319479947380074	-0.508173269738788	-0.130786625021359	0.000937131699749461	0.00609694444841587
steroid hormone biosynthetic process	CYP11A1	ENSG00000140459.18	chr15	-0.319479947380074	-0.508173269738788	-0.130786625021359	0.000937131699749461	0.00609694444841587
monocarboxylic acid metabolic process	CYP11A1	ENSG00000140459.18	chr15	-0.319479947380074	-0.508173269738788	-0.130786625021359	0.000937131699749461	0.00609694444841587
alcohol metabolic process	CYP11A1	ENSG00000140459.18	chr15	-0.319479947380074	-0.508173269738788	-0.130786625021359	0.000937131699749461	0.00609694444841587
organic acid catabolic process	NUDT7	ENSG00000140876.11	chr16	-0.318304077538774	-0.555770988397182	-0.0808371666803665	0.00869356619298494	0.032464678597974
monocarboxylic acid catabolic process	NUDT7	ENSG00000140876.11	chr16	-0.318304077538774	-0.555770988397182	-0.0808371666803665	0.00869356619298494	0.032464678597974
acyl-CoA metabolic process	NUDT7	ENSG00000140876.11	chr16	-0.318304077538774	-0.555770988397182	-0.0808371666803665	0.00869356619298494	0.032464678597974
monocarboxylic acid metabolic process	NUDT7	ENSG00000140876.11	chr16	-0.318304077538774	-0.555770988397182	-0.0808371666803665	0.00869356619298494	0.032464678597974
acyl-CoA metabolic process	SPCS1	ENSG00000114902.14	chr3	-0.318032316054273	-0.405775855177865	-0.230288776930681	3.09116101368723e-12	1.82674736071359e-09
carboxylic acid transport	SFXN2	ENSG00000156398.13	chr10	-0.315350685175705	-0.50249695460263	-0.12820441574878	0.000990807856348901	0.00636153364716907
acyl-CoA metabolic process	HSD17B12	ENSG00000149084.13	chr11	-0.313896516799563	-0.45165417576604	-0.176138857833085	9.12565755567526e-06	0.00017561628373425
steroid hormone biosynthetic process	HSD17B12	ENSG00000149084.13	chr11	-0.313896516799563	-0.45165417576604	-0.176138857833085	9.12565755567526e-06	0.00017561628373425
monocarboxylic acid metabolic process	HSD17B12	ENSG00000149084.13	chr11	-0.313896516799563	-0.45165417576604	-0.176138857833085	9.12565755567526e-06	0.00017561628373425
steroid hormone biosynthetic process	HSD17B6	ENSG00000025423.11	chr12	-0.31102210015782	-0.451226925198737	-0.170817275116904	1.55070786762937e-05	0.000269861223148311
organic acid catabolic process	HSD17B6	ENSG00000025423.11	chr12	-0.31102210015782	-0.451226925198737	-0.170817275116904	1.55070786762937e-05	0.000269861223148311
monocarboxylic acid catabolic process	HSD17B6	ENSG00000025423.11	chr12	-0.31102210015782	-0.451226925198737	-0.170817275116904	1.55070786762937e-05	0.000269861223148311
alcohol metabolic process	HSD17B6	ENSG00000025423.11	chr12	-0.31102210015782	-0.451226925198737	-0.170817275116904	1.55070786762937e-05	0.000269861223148311
monocarboxylic acid metabolic process	ACSBG1	ENSG00000103740.10	chr15	-0.31051533387426	-0.490172728198883	-0.130857939549638	0.000732768657795866	0.00507216099244449
steroid hormone biosynthetic process	ACSBG1	ENSG00000103740.10	chr15	-0.31051533387426	-0.490172728198883	-0.130857939549638	0.000732768657795866	0.00507216099244449
Valine, leucine and isoleucine degradation	ACSBG1	ENSG00000103740.10	chr15	-0.31051533387426	-0.490172728198883	-0.130857939549638	0.000732768657795866	0.00507216099244449
acyl-CoA metabolic process	ACSBG1	ENSG00000103740.10	chr15	-0.31051533387426	-0.490172728198883	-0.130857939549638	0.000732768657795866	0.00507216099244449
response to toxic substance	SLC14A1	ENSG00000141469.18	chr18	-0.308568945678891	-0.529997429713995	-0.0871404616437864	0.00638660519965542	0.025653135527248
acyl-CoA metabolic process	ENTPD5	ENSG00000187097.13	chr14	-0.308540340355532	-0.459256827312587	-0.157823853398477	6.54082359068366e-05	0.000810913470163167
Carbon metabolism	SDS	ENSG00000135094.11	chr12	-0.304497670202337	-0.541070086730958	-0.0679252536737154	0.0117318496715456	0.0407127046468145
monocarboxylic acid metabolic process	SDS	ENSG00000135094.11	chr12	-0.304497670202337	-0.541070086730958	-0.0679252536737154	0.0117318496715456	0.0407127046468145
Cysteine and methionine metabolism	SDS	ENSG00000135094.11	chr12	-0.304497670202337	-0.541070086730958	-0.0679252536737154	0.0117318496715456	0.0407127046468145
organic acid catabolic process	SDS	ENSG00000135094.11	chr12	-0.304497670202337	-0.541070086730958	-0.0679252536737154	0.0117318496715456	0.0407127046468145
Glycine, serine and threonine metabolism	SDS	ENSG00000135094.11	chr12	-0.304497670202337	-0.541070086730958	-0.0679252536737154	0.0117318496715456	0.0407127046468145
response to toxic substance	MASP1	ENSG00000127241.18	chr3	-0.303796748105785	-0.466226768847409	-0.141366727364162	0.000260754807270944	0.00234960954988805
NABA MATRISOME ASSOCIATED	MASP1	ENSG00000127241.18	chr3	-0.303796748105785	-0.466226768847409	-0.141366727364162	0.000260754807270944	0.00234960954988805
steroid hormone biosynthetic process	LRTOMT	ENSG00000184154.15	chr11	-0.303019401544345	-0.41470500467649	-0.1913337984122	1.3980942281597e-07	7.59738330957436e-06
microtubule-based movement	NEK10	ENSG00000163491.16	chr3	-0.302371989071012	-0.516373339768877	-0.0883706383731468	0.00569250702950765	0.0235678175490953
carboxylic acid transport	PPCS	ENSG00000127125.9	chr1	-0.300584042079052	-0.41295284740478	-0.188215236753324	2.06874321191177e-07	9.91249492383263e-06
acyl-CoA metabolic process	PPCS	ENSG00000127125.9	chr1	-0.300584042079052	-0.41295284740478	-0.188215236753324	2.06874321191177e-07	9.91249492383263e-06
microtubule-based movement	TTYH1	ENSG00000167614.14	chr19	-0.300248638203186	-0.454283423759593	-0.146213852646779	0.000142539910282252	0.00148323077588642
microtubule-based movement	CCDC113	ENSG00000103021.9	chr16	-0.300234379600321	-0.438004759482686	-0.162463999717955	2.17315712071114e-05	0.000350556617319712
Carbon metabolism	PDK1	ENSG00000152256.14	chr2	-0.299463680585228	-0.492309917420789	-0.106617443749666	0.00239089836231941	0.0122154580233343
alcohol metabolic process	SRD5A3	ENSG00000128039.13	chr4	-0.296771546301057	-0.515637877133949	-0.077905215468164	0.00795180422831564	0.0303336308150083
steroid hormone biosynthetic process	SRD5A3	ENSG00000128039.13	chr4	-0.296771546301057	-0.515637877133949	-0.077905215468164	0.00795180422831564	0.0303336308150083
monocarboxylic acid catabolic process	SRD5A3	ENSG00000128039.13	chr4	-0.296771546301057	-0.515637877133949	-0.077905215468164	0.00795180422831564	0.0303336308150083
organic acid catabolic process	SRD5A3	ENSG00000128039.13	chr4	-0.296771546301057	-0.515637877133949	-0.077905215468164	0.00795180422831564	0.0303336308150083
monocarboxylic acid metabolic process	SRD5A3	ENSG00000128039.13	chr4	-0.296771546301057	-0.515637877133949	-0.077905215468164	0.00795180422831564	0.0303336308150083
steroid hormone biosynthetic process	EGR1	ENSG00000120738.8	chr5	-0.296546704731128	-0.494989521388001	-0.0981038880742544	0.00346408253815526	0.0162041829283166
estrous cycle	EGR1	ENSG00000120738.8	chr5	-0.296546704731128	-0.494989521388001	-0.0981038880742544	0.00346408253815526	0.0162041829283166
response to toxic substance	GSTM3	ENSG00000134202.11	chr1	-0.295828899723557	-0.422391488006669	-0.169266311440446	5.37728762082121e-06	0.000118058932393355
Biological oxidations	GSTM3	ENSG00000134202.11	chr1	-0.295828899723557	-0.422391488006669	-0.169266311440446	5.37728762082121e-06	0.000118058932393355
steroid hormone biosynthetic process	TSPOAP1	ENSG00000005379.17	chr17	-0.294820534093455	-0.417530254571687	-0.172110813615224	2.9519887475881e-06	7.54379394721477e-05
monocarboxylic acid metabolic process	TSPOAP1	ENSG00000005379.17	chr17	-0.294820534093455	-0.417530254571687	-0.172110813615224	2.9519887475881e-06	7.54379394721477e-05
alcohol metabolic process	HMGCS1	ENSG00000112972.15	chr5	-0.293891337570687	-0.484051702476789	-0.103730972664586	0.00250685989339737	0.0126781322312347
monocarboxylic acid metabolic process	HMGCS1	ENSG00000112972.15	chr5	-0.293891337570687	-0.484051702476789	-0.103730972664586	0.00250685989339737	0.0126781322312347
steroid hormone biosynthetic process	HMGCS1	ENSG00000112972.15	chr5	-0.293891337570687	-0.484051702476789	-0.103730972664586	0.00250685989339737	0.0126781322312347
Valine, leucine and isoleucine degradation	HMGCS1	ENSG00000112972.15	chr5	-0.293891337570687	-0.484051702476789	-0.103730972664586	0.00250685989339737	0.0126781322312347
acyl-CoA metabolic process	HMGCS1	ENSG00000112972.15	chr5	-0.293891337570687	-0.484051702476789	-0.103730972664586	0.00250685989339737	0.0126781322312347
organic acid catabolic process	SARDH	ENSG00000123453.18	chr9	-0.292235903727043	-0.497178897996498	-0.0872929094575887	0.00526670362865614	0.0222050111668341
Trans-sulfuration, one-carbon metabolism and related pathways	SARDH	ENSG00000123453.18	chr9	-0.292235903727043	-0.497178897996498	-0.0872929094575887	0.00526670362865614	0.0222050111668341
cellular modified amino acid metabolic process	SARDH	ENSG00000123453.18	chr9	-0.292235903727043	-0.497178897996498	-0.0872929094575887	0.00526670362865614	0.0222050111668341
Glycine, serine and threonine metabolism	SARDH	ENSG00000123453.18	chr9	-0.292235903727043	-0.497178897996498	-0.0872929094575887	0.00526670362865614	0.0222050111668341
NABA MATRISOME ASSOCIATED	C17orf58	ENSG00000186665.10	chr17	-0.291281748570332	-0.402803354700515	-0.179760142440148	3.91274724759771e-07	1.56561398407203e-05
microtubule-based movement	DNAH7	ENSG00000118997.14	chr2	-0.290476471897666	-0.508974065496513	-0.0719788782988188	0.00925507724553612	0.033927309530483
monocarboxylic acid metabolic process	CRYL1	ENSG00000165475.15	chr13	-0.288931488500959	-0.39629746301154	-0.181565513990378	1.75440129118597e-07	8.86418911227147e-06
monocarboxylic acid catabolic process	CRYL1	ENSG00000165475.15	chr13	-0.288931488500959	-0.39629746301154	-0.181565513990378	1.75440129118597e-07	8.86418911227147e-06
organic acid catabolic process	CRYL1	ENSG00000165475.15	chr13	-0.288931488500959	-0.39629746301154	-0.181565513990378	1.75440129118597e-07	8.86418911227147e-06
NABA MATRISOME ASSOCIATED	IL17D	ENSG00000172458.5	chr13	-0.288518977185978	-0.402055752500859	-0.174982201871097	7.86877049814396e-07	2.70224629479844e-05
monocarboxylic acid catabolic process	PCCB	ENSG00000114054.14	chr3	-0.288504877139388	-0.410853955564346	-0.166155798714431	4.45406174369865e-06	0.000103730636635267
Carbon metabolism	PCCB	ENSG00000114054.14	chr3	-0.288504877139388	-0.410853955564346	-0.166155798714431	4.45406174369865e-06	0.000103730636635267
organic acid catabolic process	PCCB	ENSG00000114054.14	chr3	-0.288504877139388	-0.410853955564346	-0.166155798714431	4.45406174369865e-06	0.000103730636635267
monocarboxylic acid metabolic process	PCCB	ENSG00000114054.14	chr3	-0.288504877139388	-0.410853955564346	-0.166155798714431	4.45406174369865e-06	0.000103730636635267
Cysteine and methionine metabolism	PCCB	ENSG00000114054.14	chr3	-0.288504877139388	-0.410853955564346	-0.166155798714431	4.45406174369865e-06	0.000103730636635267
Valine, leucine and isoleucine degradation	PCCB	ENSG00000114054.14	chr3	-0.288504877139388	-0.410853955564346	-0.166155798714431	4.45406174369865e-06	0.000103730636635267
cellular modified amino acid metabolic process	ALDH9A1	ENSG00000143149.12	chr1	-0.287754470510597	-0.389165035270727	-0.186343905750467	3.77450247758508e-08	2.7594726102881e-06
organic acid catabolic process	ALDH9A1	ENSG00000143149.12	chr1	-0.287754470510597	-0.389165035270727	-0.186343905750467	3.77450247758508e-08	2.7594726102881e-06
steroid hormone biosynthetic process	ALDH9A1	ENSG00000143149.12	chr1	-0.287754470510597	-0.389165035270727	-0.186343905750467	3.77450247758508e-08	2.7594726102881e-06
Valine, leucine and isoleucine degradation	ALDH9A1	ENSG00000143149.12	chr1	-0.287754470510597	-0.389165035270727	-0.186343905750467	3.77450247758508e-08	2.7594726102881e-06
Glycine, serine and threonine metabolism	ALDH9A1	ENSG00000143149.12	chr1	-0.287754470510597	-0.389165035270727	-0.186343905750467	3.77450247758508e-08	2.7594726102881e-06
carboxylic acid transport	SLC13A3	ENSG00000158296.14	chr20	-0.286170479456207	-0.424278395521833	-0.148062563390582	5.33700659818576e-05	0.000687193470315766
response to toxic substance	NLRP3	ENSG00000162711.18	chr1	-0.284937061570368	-0.496681745449713	-0.0731923776910233	0.00843627220845169	0.0316977920148298
Cysteine and methionine metabolism	LACC1	ENSG00000179630.11	chr13	-0.284840925422355	-0.477591286234507	-0.0920905646102036	0.00384021793202673	0.017438445981322
