variable	gene	gene_id	seqnames	logFC	CI.L	CI.R	P.Value	adj.P.Val
cellular respiration	ATP6V0B	ENSG00000117410.14	chr1	-0.2961667092253	-0.424493656850634	-0.167839761599966	7.0217934437641e-06	0.000642516751051008
small molecule catabolic process	FUT1	ENSG00000174951.12	chr19	-0.296034451394592	-0.469334309136434	-0.12273459365275	0.000843839570480835	0.0106383792250042
Blood group systems biosynthesis	FUT1	ENSG00000174951.12	chr19	-0.296034451394592	-0.469334309136434	-0.12273459365275	0.000843839570480835	0.0106383792250042
VEGFA-VEGFR2 signaling	FUT1	ENSG00000174951.12	chr19	-0.296034451394592	-0.469334309136434	-0.12273459365275	0.000843839570480835	0.0106383792250042
cellular respiration	FUT1	ENSG00000174951.12	chr19	-0.296034451394592	-0.469334309136434	-0.12273459365275	0.000843839570480835	0.0106383792250042
mitochondrion organization	CHCHD5	ENSG00000125611.15	chr2	-0.295980231103707	-0.45822715889188	-0.133733303315535	0.000367384134723312	0.00645676478659322
cellular respiration	CHCHD5	ENSG00000125611.15	chr2	-0.295980231103707	-0.45822715889188	-0.133733303315535	0.000367384134723312	0.00645676478659322
mitochondrion organization	ATP5F1D	ENSG00000099624.8	chr19	-0.295972040578443	-0.501973661862751	-0.0899704192941355	0.00493470627520662	0.033312203284748
cellular respiration	ATP5F1D	ENSG00000099624.8	chr19	-0.295972040578443	-0.501973661862751	-0.0899704192941355	0.00493470627520662	0.033312203284748
Blood group systems biosynthesis	DCXR	ENSG00000169738.8	chr17	-0.294194312670143	-0.45064945258437	-0.137739172755917	0.000241729719816156	0.00505671477308634
small molecule catabolic process	DCXR	ENSG00000169738.8	chr17	-0.294194312670143	-0.45064945258437	-0.137739172755917	0.000241729719816156	0.00505671477308634
cellular respiration	DCXR	ENSG00000169738.8	chr17	-0.294194312670143	-0.45064945258437	-0.137739172755917	0.000241729719816156	0.00505671477308634
regulation of lipid catabolic process	MFSD2A	ENSG00000168389.18	chr1	-0.293666826673535	-0.509673101327133	-0.0776605520199374	0.00778912704781734	0.0449758005626839
cellular respiration	MFSD2A	ENSG00000168389.18	chr1	-0.293666826673535	-0.509673101327133	-0.0776605520199374	0.00778912704781734	0.0449758005626839
fatty acid transport	MFSD2A	ENSG00000168389.18	chr1	-0.293666826673535	-0.509673101327133	-0.0776605520199374	0.00778912704781734	0.0449758005626839
mitochondrion organization	JTB	ENSG00000143543.15	chr1	-0.293247981626418	-0.446992838724546	-0.13950312452829	0.000196891733441331	0.00453618369804228
mitochondrial translation	GADD45GIP1	ENSG00000179271.3	chr19	-0.291384582390598	-0.461045670300326	-0.121723494480871	0.000791161555334605	0.0102756816294054
Cytoplasmic ribosomal proteins	GADD45GIP1	ENSG00000179271.3	chr19	-0.291384582390598	-0.461045670300326	-0.121723494480871	0.000791161555334605	0.0102756816294054
corpus callosum development	RTN4R	ENSG00000040608.14	chr22	-0.29098709310147	-0.485963818812878	-0.0960103673900622	0.00350643053375031	0.0264671124322409
response to selenium ion	NIBAN2	ENSG00000136830.12	chr9	-0.290755288290912	-0.447339279785247	-0.134171296796577	0.000288441627226137	0.0056026823606047
regulation of protein-containing complex assembly	TPPP3	ENSG00000159713.11	chr16	-0.29059868263503	-0.470151512781071	-0.111045852488988	0.00155580046096468	0.0158405728197143
blastocyst hatching	CMTM3	ENSG00000140931.20	chr16	-0.287432754595702	-0.44192839933184	-0.132937109859565	0.000280788269182548	0.00550058014062995
cellular respiration	CTSD	ENSG00000117984.15	chr11	-0.287344120429271	-0.467954062351795	-0.106734178506747	0.00186613011962277	0.0176684402447328
regulation of cysteine-type endopeptidase activity involved in apoptotic process	CTSD	ENSG00000117984.15	chr11	-0.287344120429271	-0.467954062351795	-0.106734178506747	0.00186613011962277	0.0176684402447328
Cytoplasmic ribosomal proteins	RPL8	ENSG00000161016.18	chr8	-0.287029254696312	-0.407172216183587	-0.166886293209037	3.34689674776591e-06	0.000410373890796238
response to selenium ion	SELENOW	ENSG00000178980.15	chr19	-0.287014244225883	-0.40127022625296	-0.172758262198807	1.04473093629879e-06	0.000195417732017939
Cytoplasmic ribosomal proteins	RPS16	ENSG00000105193.9	chr19	-0.286840695909436	-0.405190645366605	-0.168490746452267	2.42411439013836e-06	0.000350828718319718
Cytoplasmic ribosomal proteins	CCDC61	ENSG00000104983.8	chr19	-0.286763293612014	-0.481403054344737	-0.0921235328792907	0.0039476430388023	0.028756764878959
Cytoplasmic ribosomal proteins	ATOX1	ENSG00000177556.12	chr5	-0.285031959373709	-0.380133929196985	-0.189929989550434	6.54079806162781e-09	7.13601068523594e-06
regulation of cysteine-type endopeptidase activity involved in apoptotic process	ATOX1	ENSG00000177556.12	chr5	-0.285031959373709	-0.380133929196985	-0.189929989550434	6.54079806162781e-09	7.13601068523594e-06
cellular respiration	SMARCD3	ENSG00000082014.17	chr7	-0.284643217136511	-0.398259330688172	-0.171027103584851	1.11481572500384e-06	0.000200144701616829
Cytoplasmic ribosomal proteins	SMARCD3	ENSG00000082014.17	chr7	-0.284643217136511	-0.398259330688172	-0.171027103584851	1.11481572500384e-06	0.000200144701616829
fatty acid transport	XKR8	ENSG00000158156.9	chr1	-0.28353566836353	-0.427398727909114	-0.139672608817945	0.000120329556817339	0.00348292674355166
nucleoside metabolic process	DNPH1	ENSG00000112667.13	chr6	-0.281573985943946	-0.431597132497723	-0.131550839390168	0.000248208444056311	0.00516745957244502
cellular respiration	DNPH1	ENSG00000112667.13	chr6	-0.281573985943946	-0.431597132497723	-0.131550839390168	0.000248208444056311	0.00516745957244502
Cytoplasmic ribosomal proteins	SF3B5	ENSG00000169976.7	chr6	-0.28044012397011	-0.39858261202469	-0.16229763591553	3.85580375656051e-06	0.000448252989174571
Cytoplasmic ribosomal proteins	RPS8	ENSG00000142937.12	chr1	-0.280286510060574	-0.376816403375198	-0.183756616745949	1.8443205331609e-08	1.45322211787894e-05
small molecule catabolic process	FUT2	ENSG00000176920.13	chr19	-0.278483923909086	-0.458740843076594	-0.0982270047415779	0.0025159410014627	0.0214315863205678
cellular respiration	FUT2	ENSG00000176920.13	chr19	-0.278483923909086	-0.458740843076594	-0.0982270047415779	0.0025159410014627	0.0214315863205678
Blood group systems biosynthesis	FUT2	ENSG00000176920.13	chr19	-0.278483923909086	-0.458740843076594	-0.0982270047415779	0.0025159410014627	0.0214315863205678
Cytoplasmic ribosomal proteins	MRPS2	ENSG00000122140.11	chr9	-0.278167768514529	-0.428056626953972	-0.128278910075087	0.0002906856729125	0.0056026823606047
mitochondrial translation	MRPS2	ENSG00000122140.11	chr9	-0.278167768514529	-0.428056626953972	-0.128278910075087	0.0002906856729125	0.0056026823606047
Cytoplasmic ribosomal proteins	IMMP1L	ENSG00000148950.11	chr11	-0.277928036721166	-0.403482974148714	-0.152373099293618	1.61594641261559e-05	0.00107390812056939
mitochondrion organization	IMMP1L	ENSG00000148950.11	chr11	-0.277928036721166	-0.403482974148714	-0.152373099293618	1.61594641261559e-05	0.00107390812056939
nucleoside metabolic process	DTYMK	ENSG00000168393.13	chr2	-0.277448704699428	-0.401874358390161	-0.153023051008695	1.4028867518178e-05	0.000994857140051596
cellular respiration	DTYMK	ENSG00000168393.13	chr2	-0.277448704699428	-0.401874358390161	-0.153023051008695	1.4028867518178e-05	0.000994857140051596
Pyrimidine metabolism	DTYMK	ENSG00000168393.13	chr2	-0.277448704699428	-0.401874358390161	-0.153023051008695	1.4028867518178e-05	0.000994857140051596
regulation of protein-containing complex assembly	INSM1	ENSG00000173404.5	chr20	-0.277024581931173	-0.473081311854437	-0.0809678520079082	0.00569123622696902	0.0364899002159167
cellular respiration	SLC27A5	ENSG00000083807.10	chr19	-0.277015087510085	-0.410585825904883	-0.143444349115286	5.25689084760444e-05	0.00216111544613257
small molecule catabolic process	SLC27A5	ENSG00000083807.10	chr19	-0.277015087510085	-0.410585825904883	-0.143444349115286	5.25689084760444e-05	0.00216111544613257
fatty acid transport	SLC27A5	ENSG00000083807.10	chr19	-0.277015087510085	-0.410585825904883	-0.143444349115286	5.25689084760444e-05	0.00216111544613257
acylglycerol metabolic process	SLC27A5	ENSG00000083807.10	chr19	-0.277015087510085	-0.410585825904883	-0.143444349115286	5.25689084760444e-05	0.00216111544613257
regulation of protein-containing complex assembly	RPS3	ENSG00000149273.15	chr11	-0.274123592512257	-0.376455272155095	-0.171791912869419	1.99006160703019e-07	7.23719071089978e-05
Cytoplasmic ribosomal proteins	RPS3	ENSG00000149273.15	chr11	-0.274123592512257	-0.376455272155095	-0.171791912869419	1.99006160703019e-07	7.23719071089978e-05
regulation of cysteine-type endopeptidase activity involved in apoptotic process	RPS3	ENSG00000149273.15	chr11	-0.274123592512257	-0.376455272155095	-0.171791912869419	1.99006160703019e-07	7.23719071089978e-05
mitochondrion organization	TIMM13	ENSG00000099800.8	chr19	-0.273942769650764	-0.413442897382282	-0.134442641919247	0.00012725252888877	0.00358514064778219
cellular respiration	B3GAT3	ENSG00000149541.10	chr11	-0.2737063349011	-0.441326550517664	-0.106086119284537	0.00141261695482802	0.0150527019311239
Blood group systems biosynthesis	B3GAT3	ENSG00000149541.10	chr11	-0.2737063349011	-0.441326550517664	-0.106086119284537	0.00141261695482802	0.0150527019311239
Cytoplasmic ribosomal proteins	TRMT61A	ENSG00000166166.13	chr14	-0.273631090395479	-0.427664351389141	-0.119597829401816	0.000520416574266404	0.0080378229324995
Cytoplasmic ribosomal proteins	ARPC4	ENSG00000241553.13	chr3	-0.273616116031186	-0.369924641917198	-0.177307590145174	3.63464295527778e-08	2.06617088978249e-05
corpus callosum development	ARPC4	ENSG00000241553.13	chr3	-0.273616116031186	-0.369924641917198	-0.177307590145174	3.63464295527778e-08	2.06617088978249e-05
Cytoplasmic ribosomal proteins	HRAS	ENSG00000174775.18	chr11	-0.27353752145912	-0.421697857362096	-0.125377185556143	0.00031225475752163	0.00584262430861383
water transport	HRAS	ENSG00000174775.18	chr11	-0.27353752145912	-0.421697857362096	-0.125377185556143	0.00031225475752163	0.00584262430861383
regulation of protein-containing complex assembly	HRAS	ENSG00000174775.18	chr11	-0.27353752145912	-0.421697857362096	-0.125377185556143	0.00031225475752163	0.00584262430861383
negative regulation of hydrolase activity	HRAS	ENSG00000174775.18	chr11	-0.27353752145912	-0.421697857362096	-0.125377185556143	0.00031225475752163	0.00584262430861383
cellular respiration	HRAS	ENSG00000174775.18	chr11	-0.27353752145912	-0.421697857362096	-0.125377185556143	0.00031225475752163	0.00584262430861383
VEGFA-VEGFR2 signaling	HRAS	ENSG00000174775.18	chr11	-0.27353752145912	-0.421697857362096	-0.125377185556143	0.00031225475752163	0.00584262430861383
corpus callosum development	HRAS	ENSG00000174775.18	chr11	-0.27353752145912	-0.421697857362096	-0.125377185556143	0.00031225475752163	0.00584262430861383
mitochondrion organization	NDUFB8	ENSG00000166136.16	chr10	-0.273516739560295	-0.415865496650903	-0.131167982469687	0.000176727053872232	0.00427554339997082
cellular respiration	NDUFB8	ENSG00000166136.16	chr10	-0.273516739560295	-0.415865496650903	-0.131167982469687	0.000176727053872232	0.00427554339997082
Cytoplasmic ribosomal proteins	ST3GAL3	ENSG00000126091.21	chr1	-0.273133052057065	-0.45038833044212	-0.0958777736720102	0.00258165088810201	0.0218538802227394
Blood group systems biosynthesis	ST3GAL3	ENSG00000126091.21	chr1	-0.273133052057065	-0.45038833044212	-0.0958777736720102	0.00258165088810201	0.0218538802227394
Pre-NOTCH Processing in Golgi	ST3GAL3	ENSG00000126091.21	chr1	-0.273133052057065	-0.45038833044212	-0.0958777736720102	0.00258165088810201	0.0218538802227394
cellular respiration	ST3GAL3	ENSG00000126091.21	chr1	-0.273133052057065	-0.45038833044212	-0.0958777736720102	0.00258165088810201	0.0218538802227394
cellular respiration	APRT	ENSG00000198931.11	chr16	-0.271401184490447	-0.420122627084497	-0.122679741896398	0.000365661149275065	0.00643445667514672
nucleoside metabolic process	APRT	ENSG00000198931.11	chr16	-0.271401184490447	-0.420122627084497	-0.122679741896398	0.000365661149275065	0.00643445667514672
regulation of cysteine-type endopeptidase activity involved in apoptotic process	COA8	ENSG00000256053.9	chr14	-0.271263980603517	-0.390505265865941	-0.152022695341094	9.43060272073444e-06	0.000796156180882004
mitochondrion organization	COA8	ENSG00000256053.9	chr14	-0.271263980603517	-0.390505265865941	-0.152022695341094	9.43060272073444e-06	0.000796156180882004
cellular respiration	COA8	ENSG00000256053.9	chr14	-0.271263980603517	-0.390505265865941	-0.152022695341094	9.43060272073444e-06	0.000796156180882004
fatty acid transport	SLC2A1	ENSG00000117394.24	chr1	-0.270308243829352	-0.469074351444561	-0.0715421362141433	0.00777104328369986	0.0449082786380405
cellular respiration	SLC2A1	ENSG00000117394.24	chr1	-0.270308243829352	-0.469074351444561	-0.0715421362141433	0.00777104328369986	0.0449082786380405
water transport	SLC2A1	ENSG00000117394.24	chr1	-0.270308243829352	-0.469074351444561	-0.0715421362141433	0.00777104328369986	0.0449082786380405
Blood group systems biosynthesis	SLC2A1	ENSG00000117394.24	chr1	-0.270308243829352	-0.469074351444561	-0.0715421362141433	0.00777104328369986	0.0449082786380405
regulation of cysteine-type endopeptidase activity involved in apoptotic process	SLC2A1	ENSG00000117394.24	chr1	-0.270308243829352	-0.469074351444561	-0.0715421362141433	0.00777104328369986	0.0449082786380405
regulation of protein-containing complex assembly	TMSB10	ENSG00000034510.6	chr2	-0.269765188033098	-0.387375771231804	-0.152154604834392	7.97524016374192e-06	0.000711401454354413
VEGFA-VEGFR2 signaling	TMSB10	ENSG00000034510.6	chr2	-0.269765188033098	-0.387375771231804	-0.152154604834392	7.97524016374192e-06	0.000711401454354413
water transport	BABAM1	ENSG00000105393.16	chr19	-0.269723439943656	-0.378388503893181	-0.16105837599413	1.39265002979105e-06	0.000232375945559135
small molecule catabolic process	MTLN	ENSG00000175701.11	chr2	-0.269259948490148	-0.437100118686222	-0.101419778294074	0.00170951136325673	0.0167444749068164
regulation of lipid catabolic process	MTLN	ENSG00000175701.11	chr2	-0.269259948490148	-0.437100118686222	-0.101419778294074	0.00170951136325673	0.0167444749068164
regulation of protein-containing complex assembly	MTLN	ENSG00000175701.11	chr2	-0.269259948490148	-0.437100118686222	-0.101419778294074	0.00170951136325673	0.0167444749068164
cellular respiration	MTLN	ENSG00000175701.11	chr2	-0.269259948490148	-0.437100118686222	-0.101419778294074	0.00170951136325673	0.0167444749068164
cellular respiration	PPCDC	ENSG00000138621.12	chr15	-0.269156856691275	-0.417425399658601	-0.120888313723948	0.000392285574865162	0.00673834125801263
mitochondrion organization	TIMM17B	ENSG00000126768.12	chrX	-0.269026873772001	-0.391823034861821	-0.146230712682181	1.96712634131294e-05	0.00119741428750392
Pyrimidine metabolism	POLA2	ENSG00000014138.9	chr11	-0.268825134847593	-0.446889259766955	-0.0907610099282312	0.0031466267233407	0.024504644366786
mitochondrion organization	UQCC3	ENSG00000204922.5	chr11	-0.268639149924554	-0.436040324326109	-0.101237975522998	0.0017038824286884	0.0167355709737448
cellular respiration	UQCC3	ENSG00000204922.5	chr11	-0.268639149924554	-0.436040324326109	-0.101237975522998	0.0017038824286884	0.0167355709737448
small molecule catabolic process	HSD17B14	ENSG00000087076.9	chr19	-0.268506654585479	-0.423682033474805	-0.113331275696153	0.00072268124405769	0.00970099823028194
Cytoplasmic ribosomal proteins	MRPS34	ENSG00000074071.15	chr16	-0.267768113034288	-0.400797458287723	-0.134738767780853	8.62481939209157e-05	0.00291251936757226
mitochondrial translation	MRPS34	ENSG00000074071.15	chr16	-0.267768113034288	-0.400797458287723	-0.134738767780853	8.62481939209157e-05	0.00291251936757226
small molecule catabolic process	ECI1	ENSG00000167969.13	chr16	-0.267737651038501	-0.40674937094114	-0.128725931135863	0.000170636356807603	0.00419434219861738
Cytoplasmic ribosomal proteins	RPL37A	ENSG00000197756.10	chr2	-0.267396523304003	-0.369781888425784	-0.165011158182221	3.92131647561675e-07	0.000111546905129349
small molecule catabolic process	PAFAH1B3	ENSG00000079462.8	chr19	-0.266990451619694	-0.421221418893833	-0.112759484345556	0.000718797639484191	0.00968158302070682
mitochondrion organization	NDUFA2	ENSG00000131495.9	chr5	-0.266524565581742	-0.363317768341762	-0.169731362821722	9.18731237741318e-08	3.94859549845003e-05
blastocyst hatching	NDUFA2	ENSG00000131495.9	chr5	-0.266524565581742	-0.363317768341762	-0.169731362821722	9.18731237741318e-08	3.94859549845003e-05
cellular respiration	NDUFA2	ENSG00000131495.9	chr5	-0.266524565581742	-0.363317768341762	-0.169731362821722	9.18731237741318e-08	3.94859549845003e-05
small molecule catabolic process	ECH1	ENSG00000104823.9	chr19	-0.264984859463578	-0.431435151764482	-0.0985345671626736	0.0018537777833888	0.0175867092319754
mitochondrion organization	ECH1	ENSG00000104823.9	chr19	-0.264984859463578	-0.431435151764482	-0.0985345671626736	0.0018537777833888	0.0175867092319754
fatty acid transport	KCNJ12	ENSG00000184185.10	chr17	-0.264069072966858	-0.460692143545527	-0.06744600238819	0.00856489077216363	0.0479383764094699
mitochondrion organization	NDUFAF8	ENSG00000224877.4	chr17	-0.263938709004178	-0.374684424395469	-0.153192993612888	3.53076462661917e-06	0.000420813736969241
cellular respiration	NDUFAF8	ENSG00000224877.4	chr17	-0.263938709004178	-0.374684424395469	-0.153192993612888	3.53076462661917e-06	0.000420813736969241
Cytoplasmic ribosomal proteins	SAC3D1	ENSG00000168061.17	chr11	-0.262891321618873	-0.454703599873302	-0.0710790433644439	0.00730627032172207	0.0431231094352826
Cytoplasmic ribosomal proteins	RPL9	ENSG00000163682.17	chr4	-0.262821416900096	-0.388251377170348	-0.137391456629843	4.40486037865633e-05	0.00192210850920281
Cytoplasmic ribosomal proteins	RPS14	ENSG00000164587.13	chr5	-0.262028193014732	-0.365451912253188	-0.158604473776276	8.47849139823902e-07	0.000170500606439194
corpus callosum development	EPHB3	ENSG00000182580.3	chr3	-0.26171641874714	-0.452722058987473	-0.0707107785068064	0.00732171717186587	0.0431603967782933
Cytoplasmic ribosomal proteins	EPHB3	ENSG00000182580.3	chr3	-0.26171641874714	-0.452722058987473	-0.0707107785068064	0.00732171717186587	0.0431603967782933
regulation of protein-containing complex assembly	EPHB3	ENSG00000182580.3	chr3	-0.26171641874714	-0.452722058987473	-0.0707107785068064	0.00732171717186587	0.0431603967782933
small molecule catabolic process	ILVBL	ENSG00000105135.16	chr19	-0.260916743817667	-0.397587571752179	-0.124245915883155	0.000194316523963882	0.00453013516759243
cellular respiration	ETFB	ENSG00000105379.10	chr19	-0.259457914119232	-0.403829722927009	-0.115086105311455	0.000447989765232699	0.00735398013923075
small molecule catabolic process	ETFB	ENSG00000105379.10	chr19	-0.259457914119232	-0.403829722927009	-0.115086105311455	0.000447989765232699	0.00735398013923075
small molecule catabolic process	PLPP4	ENSG00000203805.11	chr10	-0.259193634529625	-0.426950406315564	-0.0914368627436855	0.00251387098785355	0.021426822248033
blastocyst hatching	PLPP4	ENSG00000203805.11	chr10	-0.259193634529625	-0.426950406315564	-0.0914368627436855	0.00251387098785355	0.021426822248033
Cytoplasmic ribosomal proteins	ANAPC11	ENSG00000141552.18	chr17	-0.258606315586315	-0.411217504782221	-0.105995126390409	0.000927932637016437	0.0113065881364297
Cytoplasmic ribosomal proteins	RPL32	ENSG00000144713.13	chr3	-0.258318360510073	-0.353454473550999	-0.163182247469146	1.36803503964388e-07	5.70671793154975e-05
Cytoplasmic ribosomal proteins	SNAPC2	ENSG00000104976.12	chr19	-0.258158339564052	-0.416281283403225	-0.100035395724879	0.00141500897116437	0.0150668710495677
cellular respiration	NDUFS6	ENSG00000145494.12	chr5	-0.257506162776279	-0.36676277919229	-0.148249546360267	4.50138091347224e-06	0.000498774105435756
Cytoplasmic ribosomal proteins	CHD4	ENSG00000111642.16	chr12	-0.257451231170806	-0.384799319286223	-0.130103143055389	8.03821245158774e-05	0.00281496215310787
regulation of protein-containing complex assembly	GMFG	ENSG00000130755.13	chr19	-0.257110122215364	-0.401636902836893	-0.112583341593834	0.000510987829538922	0.00794664516047207
blastocyst hatching	FBLL1	ENSG00000188573.8	chr5	-0.256781098922572	-0.43849371263077	-0.0750684852143729	0.00568667358092626	0.0364785578463488
Cytoplasmic ribosomal proteins	FBLL1	ENSG00000188573.8	chr5	-0.256781098922572	-0.43849371263077	-0.0750684852143729	0.00568667358092626	0.0364785578463488
Cytoplasmic ribosomal proteins	GPX1	ENSG00000233276.8	chr3	-0.256721657642547	-0.398853750420521	-0.114589564864574	0.000419346274836556	0.00706625711775035
cellular respiration	GPX1	ENSG00000233276.8	chr3	-0.256721657642547	-0.398853750420521	-0.114589564864574	0.000419346274836556	0.00706625711775035
negative regulation of hydrolase activity	GPX1	ENSG00000233276.8	chr3	-0.256721657642547	-0.398853750420521	-0.114589564864574	0.000419346274836556	0.00706625711775035
response to selenium ion	GPX1	ENSG00000233276.8	chr3	-0.256721657642547	-0.398853750420521	-0.114589564864574	0.000419346274836556	0.00706625711775035
small molecule catabolic process	GPX1	ENSG00000233276.8	chr3	-0.256721657642547	-0.398853750420521	-0.114589564864574	0.000419346274836556	0.00706625711775035
acylglycerol metabolic process	GPX1	ENSG00000233276.8	chr3	-0.256721657642547	-0.398853750420521	-0.114589564864574	0.000419346274836556	0.00706625711775035
regulation of protein-containing complex assembly	GPX1	ENSG00000233276.8	chr3	-0.256721657642547	-0.398853750420521	-0.114589564864574	0.000419346274836556	0.00706625711775035
regulation of cysteine-type endopeptidase activity involved in apoptotic process	GPX1	ENSG00000233276.8	chr3	-0.256721657642547	-0.398853750420521	-0.114589564864574	0.000419346274836556	0.00706625711775035
water transport	GPX1	ENSG00000233276.8	chr3	-0.256721657642547	-0.398853750420521	-0.114589564864574	0.000419346274836556	0.00706625711775035
VEGFA-VEGFR2 signaling	GPX1	ENSG00000233276.8	chr3	-0.256721657642547	-0.398853750420521	-0.114589564864574	0.000419346274836556	0.00706625711775035
Cytoplasmic ribosomal proteins	RPL27	ENSG00000131469.15	chr17	-0.255766154427937	-0.357364193992764	-0.154168114863111	9.91486305621966e-07	0.00019263356537858
VEGFA-VEGFR2 signaling	RPL27	ENSG00000131469.15	chr17	-0.255766154427937	-0.357364193992764	-0.154168114863111	9.91486305621966e-07	0.00019263356537858
water transport	GNA11	ENSG00000088256.9	chr19	-0.255331829106209	-0.388761379654824	-0.121902278557593	0.000187705365879684	0.00445188161249423
VEGFA-VEGFR2 signaling	SSR4	ENSG00000180879.14	chrX	-0.254974809424995	-0.372384790122378	-0.137564828727612	2.31860471835947e-05	0.00131015022790806
Cytoplasmic ribosomal proteins	SSR4	ENSG00000180879.14	chrX	-0.254974809424995	-0.372384790122378	-0.137564828727612	2.31860471835947e-05	0.00131015022790806
small molecule catabolic process	PLA2G15	ENSG00000103066.13	chr16	-0.254537784211741	-0.40234283656327	-0.106732731860213	0.000765698592555554	0.010055465868718
acylglycerol metabolic process	PLA2G15	ENSG00000103066.13	chr16	-0.254537784211741	-0.40234283656327	-0.106732731860213	0.000765698592555554	0.010055465868718
Cytoplasmic ribosomal proteins	PLA2G15	ENSG00000103066.13	chr16	-0.254537784211741	-0.40234283656327	-0.106732731860213	0.000765698592555554	0.010055465868718
Cytoplasmic ribosomal proteins	RPS15A	ENSG00000134419.15	chr16	-0.25404000690608	-0.360137137852712	-0.147942875959448	3.18502336757249e-06	0.000407581777228991
Blood group systems biosynthesis	SLC2A8	ENSG00000136856.18	chr9	-0.251896700243384	-0.387290352293354	-0.116503048193414	0.000280750809838211	0.00550058014062995
fatty acid transport	SLC2A8	ENSG00000136856.18	chr9	-0.251896700243384	-0.387290352293354	-0.116503048193414	0.000280750809838211	0.00550058014062995
mitochondrion organization	AIP	ENSG00000110711.11	chr11	-0.250702740479936	-0.39046679573162	-0.110938685228253	0.000459176181821616	0.00744285232774398
negative regulation of hydrolase activity	AIP	ENSG00000110711.11	chr11	-0.250702740479936	-0.39046679573162	-0.110938685228253	0.000459176181821616	0.00744285232774398
Cytoplasmic ribosomal proteins	MRPS28	ENSG00000147586.10	chr8	-0.250683063593287	-0.4319192790077	-0.0694468481788743	0.0067873282468876	0.0410335364559279
mitochondrial translation	MRPS28	ENSG00000147586.10	chr8	-0.250683063593287	-0.4319192790077	-0.0694468481788743	0.0067873282468876	0.0410335364559279
